"order_id","order_date","order_year","category","sales","quantity","discount","profit"
"CA-2017-155705","2017-08-21","2017","Furniture","866.4",4,"0","225.264"
"CA-2017-149160","2017-11-23","2017","Furniture","28.4",2,"0","11.076"
"CA-2017-149160","2017-11-23","2017","Office Supplies","287.92",8,"0","138.2016"
"CA-2017-152275","2017-10-01","2017","Office Supplies","6.672",6,"20","0.5004"
"CA-2017-130043","2017-09-15","2017","Office Supplies","31.872",8,"20","11.5536"
"CA-2017-157252","2017-01-20","2017","Furniture","207.846",3,"10","2.3094"
"CA-2017-154214","2017-03-20","2017","Furniture","2.91",1,"0","1.3677"
"CA-2017-147277","2017-10-20","2017","Furniture","284.364",2,"40","-75.8304"
"CA-2017-147277","2017-10-20","2017","Office Supplies","665.408",2,"20","66.5408"
"CA-2017-154907","2017-03-31","2017","Furniture","205.3328",2,"32","-36.2352"
"CA-2017-140963","2017-06-10","2017","Office Supplies","29.6",2,"0","14.8"
"CA-2017-140963","2017-06-10","2017","Furniture","514.165",5,"15","-30.245"
"CA-2017-140963","2017-06-10","2017","Technology","279.96",5,"20","17.4975"
"CA-2017-134978","2017-11-12","2017","Office Supplies","15.92",5,"20","5.373"
"CA-2017-135307","2017-11-26","2017","Furniture","126.3",3,"0","40.416"
"CA-2017-135307","2017-11-26","2017","Technology","38.04",2,"0","12.1728"
"CA-2017-163405","2017-12-21","2017","Office Supplies","6.63",3,"0","1.7901"
"CA-2017-163405","2017-12-21","2017","Office Supplies","5.88",2,"0","1.7052"
"CA-2017-127432","2017-01-22","2017","Technology","2999.95",5,"0","1379.977"
"CA-2017-127432","2017-01-22","2017","Office Supplies","51.45",3,"0","13.8915"
"CA-2017-127432","2017-01-22","2017","Office Supplies","11.96",2,"0","5.382"
"CA-2017-127432","2017-01-22","2017","Office Supplies","1126.02",3,"0","56.301"
"CA-2017-145142","2017-01-23","2017","Furniture","210.98",2,"0","21.098"
"CA-2017-113558","2017-10-21","2017","Furniture","683.952",3,"20","42.747"
"CA-2017-113558","2017-10-21","2017","Furniture","45.696",3,"20","5.1408"
"US-2017-129441","2017-09-07","2017","Furniture","47.94",3,"0","2.397"
"US-2017-122637","2017-09-03","2017","Office Supplies","42.616",7,"80","-68.1856"
"CA-2017-162929","2017-11-19","2017","Office Supplies","41.28",6,"20","13.932"
"CA-2017-162929","2017-11-19","2017","Office Supplies","13.36",2,"0","6.4128"
"CA-2017-112774","2017-09-11","2017","Furniture","34.504",1,"20","6.0382"
"CA-2017-101945","2017-11-24","2017","Office Supplies","10.824",3,"20","2.5707"
"CA-2017-100650","2017-06-29","2017","Office Supplies","1295.78",2,"0","310.9872"
"CA-2017-118731","2017-11-20","2017","Furniture","42.6",3,"0","16.614"
"CA-2017-118731","2017-11-20","2017","Office Supplies","84.056",7,"20","27.3182"
"CA-2017-137099","2017-12-07","2017","Technology","374.376",3,"20","46.797"
"CA-2017-156951","2017-10-01","2017","Office Supplies","91.84",8,"0","45.0016"
"CA-2017-156951","2017-10-01","2017","Office Supplies","81.088",7,"20","27.3672"
"CA-2017-156951","2017-10-01","2017","Office Supplies","19.44",3,"0","9.3312"
"CA-2017-156951","2017-10-01","2017","Furniture","451.152",3,"20","0.0"
"CA-2017-164826","2017-12-28","2017","Office Supplies","72.45",7,"0","34.776"
"CA-2017-164826","2017-12-28","2017","Office Supplies","13.96",4,"0","6.4216"
"CA-2017-164826","2017-12-28","2017","Office Supplies","33.264",7,"20","11.2266"
"CA-2017-164826","2017-12-28","2017","Technology","14.85",3,"0","4.0095"
"CA-2017-118640","2017-07-20","2017","Office Supplies","69.712",2,"20","8.714"
"CA-2017-118640","2017-07-20","2017","Furniture","8.792",1,"60","-5.7148"
"CA-2017-145233","2017-12-01","2017","Technology","470.376",3,"20","52.9173"
"CA-2017-145233","2017-12-01","2017","Technology","105.584",2,"20","9.2386"
"CA-2017-145233","2017-12-01","2017","Office Supplies","31.152",3,"20","3.5046"
"CA-2017-145233","2017-12-01","2017","Office Supplies","6.783",7,"70","-4.7481"
"CA-2017-145233","2017-12-01","2017","Technology","406.368",4,"20","30.4776"
"CA-2017-138611","2017-11-14","2017","Technology","119.94",10,"40","15.992"
"CA-2017-138611","2017-11-14","2017","Office Supplies","3.648",2,"70","-2.7968"
"CA-2017-117947","2017-08-18","2017","Furniture","40.48",2,"0","15.7872"
"CA-2017-117947","2017-08-18","2017","Furniture","9.94",2,"0","3.0814"
"CA-2017-117947","2017-08-18","2017","Office Supplies","107.424",9,"20","33.57"
"CA-2017-117947","2017-08-18","2017","Technology","37.91",1,"0","10.9939"
"CA-2017-117947","2017-08-18","2017","Furniture","88.02",3,"0","27.2862"
"CA-2017-163020","2017-09-15","2017","Furniture","35.56",7,"0","12.0904"
"CA-2017-153787","2017-05-19","2017","Office Supplies","97.16",2,"0","28.1764"
"CA-2017-133431","2017-12-17","2017","Office Supplies","15.24",5,"20","5.1435"
"CA-2017-133431","2017-12-17","2017","Office Supplies","13.23",3,"0","6.0858"
"CA-2017-144694","2017-09-24","2017","Technology","17.88",3,"20","2.4585"
"CA-2017-144694","2017-09-24","2017","Office Supplies","235.944",3,"20","85.5297"
"CA-2017-167913","2017-07-30","2017","Office Supplies","330.4",2,"0","85.904"
"CA-2017-167913","2017-07-30","2017","Office Supplies","26.25",7,"0","12.6"
"CA-2017-106103","2017-06-10","2017","Technology","132.52",4,"0","54.3332"
"US-2017-127719","2017-07-21","2017","Office Supplies","6.48",1,"0","3.1752"
"CA-2017-126221","2017-12-30","2017","Office Supplies","209.3",2,"0","56.511"
"CA-2017-140844","2017-06-19","2017","Office Supplies","97.82",2,"0","45.9754"
"CA-2017-140844","2017-06-19","2017","Technology","103.12",8,"0","10.312"
"CA-2017-132682","2017-06-08","2017","Office Supplies","23.76",3,"20","2.079"
"CA-2017-132682","2017-06-08","2017","Office Supplies","85.056",3,"20","28.7064"
"CA-2017-132682","2017-06-08","2017","Technology","381.576",3,"20","28.6182"
"US-2017-106663","2017-06-09","2017","Furniture","23.976",3,"60","-14.3856"
"US-2017-106663","2017-06-09","2017","Furniture","108.925",1,"50","-71.8905"
"US-2017-106663","2017-06-09","2017","Office Supplies","36.352",8,"20","11.36"
"CA-2017-111178","2017-06-15","2017","Office Supplies","19.56",5,"20","1.7115"
"CA-2017-130351","2017-12-05","2017","Office Supplies","61.44",3,"0","16.5888"
"CA-2017-130351","2017-12-05","2017","Office Supplies","38.9",5,"0","17.505"
"CA-2017-130351","2017-12-05","2017","Technology","99.39",3,"0","40.7499"
"US-2017-119438","2017-03-18","2017","Office Supplies","2.688",3,"80","-7.392"
"US-2017-119438","2017-03-18","2017","Technology","27.816",3,"20","4.5201"
"US-2017-119438","2017-03-18","2017","Furniture","82.524",3,"60","-41.262"
"US-2017-119438","2017-03-18","2017","Office Supplies","182.994",3,"80","-320.2395"
"US-2017-168116","2017-11-04","2017","Technology","7999.98",4,"50","-3839.9904"
"US-2017-168116","2017-11-04","2017","Office Supplies","167.44",2,"20","14.651"
"CA-2017-161480","2017-12-25","2017","Furniture","191.984",2,"20","4.7996"
"CA-2017-114552","2017-09-02","2017","Furniture","15.072",3,"20","4.1448"
"CA-2017-146136","2017-09-03","2017","Office Supplies","24.448",4,"20","8.8624"
"US-2017-100048","2017-05-19","2017","Office Supplies","281.34",6,"0","109.7226"
"US-2017-100048","2017-05-19","2017","Technology","307.98",2,"0","89.3142"
"US-2017-100048","2017-05-19","2017","Technology","299.97",3,"0","113.9886"
"CA-2017-108910","2017-09-24","2017","Furniture","103.056",3,"20","24.4758"
"CA-2017-144113","2017-09-16","2017","Office Supplies","17.568",2,"20","6.3684"
"CA-2017-144113","2017-09-16","2017","Technology","55.992",1,"20","5.5992"
"CA-2017-131954","2017-01-21","2017","Office Supplies","242.94",3,"0","9.7176"
"CA-2017-131954","2017-01-21","2017","Technology","179.97",3,"0","86.3856"
"CA-2017-131954","2017-01-21","2017","Office Supplies","99.696",6,"20","33.6474"
"CA-2017-131954","2017-01-21","2017","Office Supplies","27.936",4,"20","9.4284"
"CA-2017-131954","2017-01-21","2017","Furniture","84.98",1,"0","18.6956"
"CA-2017-131954","2017-01-21","2017","Office Supplies","18.72",5,"20","6.552"
"CA-2017-126074","2017-10-02","2017","Office Supplies","58.05",3,"0","26.703"
"CA-2017-126074","2017-10-02","2017","Furniture","157.74",11,"0","56.7864"
"CA-2017-126074","2017-10-02","2017","Office Supplies","56.98",7,"0","22.792"
"CA-2017-126074","2017-10-02","2017","Office Supplies","2.88",1,"0","1.4112"
"CA-2017-117240","2017-07-23","2017","Office Supplies","13.128",3,"20","4.2666"
"CA-2017-133333","2017-09-18","2017","Office Supplies","22.72",4,"0","10.224"
"CA-2017-126046","2017-11-03","2017","Office Supplies","12.39",3,"0","5.6994"
"CA-2017-104220","2017-01-30","2017","Office Supplies","18.28",2,"0","9.14"
"CA-2017-104220","2017-01-30","2017","Technology","207.0",3,"0","51.75"
"CA-2017-104220","2017-01-30","2017","Office Supplies","32.35",5,"0","16.175"
"CA-2017-104220","2017-01-30","2017","Office Supplies","7.71",1,"0","3.4695"
"CA-2017-104220","2017-01-30","2017","Office Supplies","40.3",2,"0","10.881"
"CA-2017-104220","2017-01-30","2017","Furniture","34.58",7,"0","14.5236"
"CA-2017-129567","2017-03-17","2017","Office Supplies","17.456",2,"20","5.8914"
"CA-2017-151428","2017-09-21","2017","Office Supplies","20.16",7,"0","9.8784"
"CA-2017-105809","2017-02-20","2017","Furniture","22.23",1,"0","7.3359"
"CA-2017-105809","2017-02-20","2017","Technology","215.968",2,"20","18.8972"
"CA-2017-135783","2017-04-22","2017","Furniture","18.28",2,"0","6.2152"
"CA-2017-143686","2017-05-14","2017","Furniture","18.28",2,"0","6.2152"
"CA-2017-143686","2017-05-14","2017","Technology","1399.93",7,"0","601.9699"
"CA-2017-101434","2017-06-20","2017","Technology","239.97",3,"0","71.991"
"CA-2017-101434","2017-06-20","2017","Office Supplies","9.82",2,"0","4.8118"
"CA-2017-126956","2017-08-21","2017","Office Supplies","35.0",7,"0","16.8"
"CA-2017-126956","2017-08-21","2017","Office Supplies","37.24",4,"0","10.7996"
"CA-2017-126956","2017-08-21","2017","Office Supplies","15.28",2,"0","7.4872"
"CA-2017-129462","2017-06-16","2017","Furniture","301.96",2,"0","90.588"
"CA-2017-129462","2017-06-16","2017","Office Supplies","180.66",3,"0","50.5848"
"CA-2017-129462","2017-06-16","2017","Technology","191.98",2,"0","51.8346"
"CA-2017-129462","2017-06-16","2017","Technology","65.99",1,"0","17.1574"
"US-2017-156083","2017-11-04","2017","Office Supplies","9.664",2,"20","3.2616"
"CA-2017-107503","2017-01-01","2017","Furniture","48.896",4,"20","8.5568"
"CA-2017-161984","2017-04-10","2017","Office Supplies","7.61",1,"0","3.5767"
"CA-2017-161984","2017-04-10","2017","Office Supplies","7.16",2,"0","3.58"
"CA-2017-114636","2017-08-25","2017","Office Supplies","192.16",5,"20","67.256"
"CA-2017-111689","2017-11-30","2017","Office Supplies","68.472",3,"20","23.1093"
"CA-2017-111689","2017-11-30","2017","Furniture","1242.9",5,"10","262.39"
"US-2017-123463","2017-12-23","2017","Office Supplies","13.48",4,"0","5.9312"
"CA-2017-115364","2017-06-26","2017","Office Supplies","83.76",12,"0","1.6752"
"CA-2017-150707","2017-10-14","2017","Office Supplies","37.66",7,"0","18.4534"
"CA-2017-132934","2017-06-20","2017","Technology","149.95",5,"0","14.995"
"CA-2017-132934","2017-06-20","2017","Office Supplies","51.312",3,"20","18.6006"
"CA-2017-133256","2017-06-26","2017","Office Supplies","4.54",1,"0","2.043"
"CA-2017-133256","2017-06-26","2017","Office Supplies","15.92",4,"0","5.4128"
"CA-2017-133256","2017-06-26","2017","Technology","543.92",8,"0","135.98"
"CA-2017-160983","2017-10-29","2017","Office Supplies","46.96",8,"0","22.5408"
"CA-2017-150959","2017-11-11","2017","Office Supplies","10.44",5,"20","3.393"
"CA-2017-150959","2017-11-11","2017","Office Supplies","18.336",4,"80","-32.088"
"CA-2017-132353","2017-09-15","2017","Technology","323.976",3,"20","20.2485"
"CA-2017-143259","2017-12-30","2017","Furniture","323.136",4,"20","12.1176"
"CA-2017-143259","2017-12-30","2017","Technology","90.93",7,"0","2.7279"
"CA-2017-143259","2017-12-30","2017","Office Supplies","52.776",3,"20","19.791"
"CA-2017-137596","2017-09-02","2017","Technology","1199.8",4,"0","323.946"
"CA-2017-137596","2017-09-02","2017","Technology","1928.78",7,"0","829.3754"
"CA-2017-137596","2017-09-02","2017","Office Supplies","352.38",2,"0","81.0474"
"CA-2017-102519","2017-11-27","2017","Furniture","46.94",1,"0","19.2454"
"CA-2017-102519","2017-11-27","2017","Technology","143.73",9,"0","56.0547"
"CA-2017-144932","2017-04-14","2017","Office Supplies","14.592",3,"20","2.5536"
"CA-2017-144932","2017-04-14","2017","Office Supplies","89.856",3,"20","21.3408"
"CA-2017-144932","2017-04-14","2017","Office Supplies","13.872",3,"20","5.0286"
"CA-2017-114216","2017-09-02","2017","Office Supplies","12.192",3,"20","4.1148"
"US-2017-111745","2017-11-05","2017","Technology","159.99",1,"0","54.3966"
"US-2017-110576","2017-11-28","2017","Furniture","516.488",7,"20","-12.9122"
"US-2017-110576","2017-11-28","2017","Furniture","1007.232",6,"20","75.5424"
"US-2017-110576","2017-11-28","2017","Furniture","2065.32",12,"40","-619.596"
"US-2017-110576","2017-11-28","2017","Office Supplies","15.552",3,"20","5.4432"
"US-2017-110576","2017-11-28","2017","Office Supplies","25.344",6,"20","7.92"
"CA-2017-131156","2017-04-03","2017","Furniture","25.472",4,"20","7.6416"
"CA-2017-136539","2017-12-28","2017","Office Supplies","27.168",2,"20","2.7168"
"CA-2017-136539","2017-12-28","2017","Furniture","78.8528",2,"32","-11.596"
"CA-2017-119305","2017-11-30","2017","Office Supplies","173.8",5,"0","43.45"
"CA-2017-102414","2017-05-15","2017","Technology","29.592",1,"20","2.5893"
"CA-2017-102414","2017-05-15","2017","Office Supplies","4.752",2,"70","-3.168"
"CA-2017-102414","2017-05-15","2017","Office Supplies","15.552",3,"20","5.6376"
"CA-2017-152142","2017-11-14","2017","Furniture","321.568",2,"20","28.1372"
"CA-2017-135279","2017-04-09","2017","Office Supplies","9.82",2,"0","4.8118"
"CA-2017-135279","2017-04-09","2017","Office Supplies","35.97",3,"0","9.7119"
"CA-2017-135279","2017-04-09","2017","Office Supplies","12.96",2,"0","6.2208"
"CA-2017-135279","2017-04-09","2017","Office Supplies","191.6",4,"0","91.968"
"CA-2017-135279","2017-04-09","2017","Office Supplies","8.64",3,"0","4.2336"
"CA-2017-135279","2017-04-09","2017","Office Supplies","501.81",3,"0","0.0"
"US-2017-103247","2017-10-05","2017","Technology","160.93",7,"0","3.2186"
"US-2017-103247","2017-10-05","2017","Office Supplies","75.792",3,"20","25.5798"
"US-2017-100209","2017-07-09","2017","Office Supplies","1.08",2,"70","-0.792"
"CA-2017-159366","2017-01-07","2017","Technology","3059.982",2,"10","679.996"
"CA-2017-100314","2017-09-29","2017","Office Supplies","7.968",2,"20","2.5896"
"CA-2017-100314","2017-09-29","2017","Office Supplies","27.968",4,"20","9.4392"
"CA-2017-100314","2017-09-29","2017","Technology","336.51",3,"40","44.868"
"CA-2017-167899","2017-05-21","2017","Furniture","520.05",5,"0","72.807"
"CA-2017-167899","2017-05-21","2017","Office Supplies","17.97",3,"0","5.2113"
"US-2017-106705","2017-12-26","2017","Office Supplies","44.75",5,"0","20.585"
"CA-2017-135034","2017-08-01","2017","Technology","95.984",2,"20","5.999"
"CA-2017-118437","2017-06-17","2017","Furniture","155.25",3,"0","46.575"
"CA-2017-118437","2017-06-17","2017","Office Supplies","14.03",1,"0","4.0687"
"CA-2017-106964","2017-12-17","2017","Office Supplies","11.808",2,"20","4.2804"
"CA-2017-121818","2017-11-20","2017","Office Supplies","23.968",7,"20","2.6964"
"CA-2017-121818","2017-11-20","2017","Office Supplies","28.728",3,"20","1.7955"
"CA-2017-115651","2017-07-09","2017","Office Supplies","8.84",5,"20","2.9835"
"CA-2017-115651","2017-07-09","2017","Office Supplies","58.464",9,"80","-146.16"
"CA-2017-152702","2017-10-12","2017","Furniture","254.604",14,"30","-18.186"
"CA-2017-167150","2017-12-10","2017","Office Supplies","19.936",4,"20","7.2268"
"CA-2017-167150","2017-12-10","2017","Office Supplies","65.568",2,"20","22.9488"
"US-2017-139955","2017-09-28","2017","Office Supplies","1.744",1,"20","-0.3488"
"CA-2017-106943","2017-11-14","2017","Office Supplies","8.64",2,"20","3.024"
"CA-2017-132521","2017-09-23","2017","Office Supplies","119.96",2,"0","33.5888"
"CA-2017-132521","2017-09-23","2017","Office Supplies","31.44",3,"0","8.4888"
"CA-2017-132521","2017-09-23","2017","Office Supplies","6.88",1,"20","2.322"
"CA-2017-158407","2017-06-04","2017","Furniture","31.984",2,"20","1.999"
"CA-2017-158407","2017-06-04","2017","Technology","71.984",2,"20","25.1944"
"CA-2017-160423","2017-01-21","2017","Office Supplies","348.208",7,"20","30.4682"
"CA-2017-160423","2017-01-21","2017","Office Supplies","35.784",7,"70","-28.6272"
"US-2017-145863","2017-04-21","2017","Office Supplies","2.694",3,"80","-4.7145"
"US-2017-145863","2017-04-21","2017","Office Supplies","2.934",3,"80","-4.9878"
"CA-2017-140585","2017-12-18","2017","Office Supplies","46.672",2,"20","16.3352"
"CA-2017-140585","2017-12-18","2017","Furniture","119.833",1,"15","-12.6882"
"CA-2017-140585","2017-12-18","2017","Technology","119.98",2,"0","57.5904"
"CA-2017-147039","2017-06-29","2017","Office Supplies","362.94",3,"0","90.735"
"CA-2017-147039","2017-06-29","2017","Office Supplies","11.54",2,"0","5.77"
"CA-2017-145226","2017-12-08","2017","Furniture","109.48",2,"0","33.9388"
"CA-2017-145226","2017-12-08","2017","Office Supplies","272.94",3,"0","0.0"
"CA-2017-145226","2017-12-08","2017","Office Supplies","19.44",3,"0","9.3312"
"CA-2017-145226","2017-12-08","2017","Office Supplies","31.92",4,"0","8.2992"
"CA-2017-138779","2017-01-14","2017","Office Supplies","21.744",1,"20","7.3386"
"CA-2017-138779","2017-01-14","2017","Technology","7.92",5,"20","0.693"
"CA-2017-117212","2017-02-26","2017","Office Supplies","81.92",4,"0","22.1184"
"CA-2017-117212","2017-02-26","2017","Technology","889.536",8,"20","66.7152"
"CA-2017-117212","2017-02-26","2017","Furniture","892.224",3,"20","89.2224"
"CA-2017-117212","2017-02-26","2017","Office Supplies","223.92",4,"0","109.7208"
"CA-2017-117212","2017-02-26","2017","Office Supplies","23.12",4,"0","11.3288"
"CA-2017-133235","2017-08-01","2017","Technology","271.96",5,"20","16.9975"
"US-2017-118087","2017-09-09","2017","Furniture","141.372",2,"30","-48.4704"
"US-2017-118087","2017-09-09","2017","Office Supplies","3.036",2,"70","-2.3276"
"US-2017-118087","2017-09-09","2017","Office Supplies","4.503",1,"70","-3.6024"
"US-2017-118087","2017-09-09","2017","Office Supplies","4.672",1,"20","1.5768"
"US-2017-118087","2017-09-09","2017","Technology","95.88",3,"20","28.764"
"US-2017-118087","2017-09-09","2017","Furniture","17.024",2,"20","1.7024"
"US-2017-118087","2017-09-09","2017","Technology","258.696",3,"20","64.674"
"US-2017-118087","2017-09-09","2017","Technology","1931.958",7,"40","-386.3916"
"CA-2017-100013","2017-11-06","2017","Office Supplies","15.28",2,"0","7.4872"
"CA-2017-100013","2017-11-06","2017","Furniture","8.73",1,"0","2.9682"
